Code	NCIt Preferred Name	Synonyms
C91094	Balixafortide	Ala-cys-ser-ala-pro-arg-tyr-cys-tyr-gln-lys-pro-pro-tyr-his Cyclic (2->9)-disulfide|BALIXAFORTIDE|Balixafortide|Balixafortide|POL6326
C91096	Recombinant Attenuated Salmonella typhimurium Expressing IL-2	Recombinant Attenuated Salmonella typhimurium Expressing IL-2|Recombinant Attenuated Salmonella typhimurium Expressing IL-2
C91097	MET Tyrosine Kinase Inhibitor EMD 1204831	EMD 1204831|MET Tyrosine Kinase Inhibitor EMD 1204831|MET Tyrosine Kinase Inhibitor EMD 1204831
C91098	Sodium Metaarsenite	KML-001|SODIUM ARSENITE|Sodium Arsenite|Sodium Metaarsenite|Sodium Metaarsenite
C911	Tubercidin	"4-Amino-7-.beta.-D-ribofuranosyl-7H-pyrrolo[2, 3-d]pyrimidine|4-Amino-7.beta.-D-ribofuranosyl-7H-pyrrolo(2, 3-d)pyrimidine|4-amino-7-beta-D-ribofuranosyl-7H-pyrrolo[2,3-d]pyrimidine|7-Deazaadenosine|7-beta-D-ribofuranosyl-7H-pyrrolo[2,3-d]pyrimidin-4-amine|7-deazaadenosine|7H-Pyrrolo(2,3-d)pyrimidine, 4-amino-7.beta.-D-ribofuranosyl-|7H-Pyrrolo[2,3-d]pyrimidine, 4-amino-7-.beta.-D-ribofuranosyl-|TUBERCIDIN|Tubercidin|Tubercidin|U 10071|U-10071"
C91100	VEGF Inhibitor PTC299	PTC299|VEGF Inhibitor PTC299|VEGF Inhibitor PTC299
C913	Recombinant Tumor Necrosis Factor-Alpha	Cachectin|Recombinant Tumor Necrosis Factor-Alpha|SONERMIN|TNF-Alpha|TNFA|Tumor Necrosis Factor (TNF-alpha)
C91365	Zorubicin	"(2S-cis)-Benzoic Acid[1-[4-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-1,2,3,4,6,11-hexahydro-2,5,12-trihydroxy-7-methoxy-6,11-dioxo-2-naphthacenyl]ethylidene]hydrazide|Benzoic Acid Hydrazide 3-Hydrazone with Daunorubicin|Benzoylhydrazone Daunorubicin|Daunomycin Benzoylhydrazone|Rubidazon|Rubidazone|ZORUBICIN|Zorubicin"
C91373	Adenoviral Vector Ad5-CEA(6D) Vaccine	Ad5 CEA Vaccine|Adenoviral Vector Ad5-CEA(6D) Vaccine|Adenoviral Vector Ad5-CEA(6D) Vaccine|ETBX-011
C91376	Anti-VEGF Anticalin PRS-050-PEG40	Anti-VEGF Anticalin PRS-050-PEG40|PRS-050-PEG40
C91377	GM2/GD2/GD3 Lactone-KLH Conjugate Trivalent Vaccine	GM2/GD2/GD3 Lactone-KLH Conjugate Trivalent Vaccine|GM2/GD2/GD3 Lactone-KLH Conjugate Trivalent Vaccine
C91378	Alpha-fetoprotein Peptide-Pulsed Autologous Dendritic Cell Vaccine	Alpha-fetoprotein Peptide-Pulsed Autologous Dendritic Cell Vaccine
C91379	Leukemic Apoptotic Corpse-Pulsed Autologous Dendritic Cells	Leukemic Apoptotic Corpse-Pulsed Autologous Dendritic Cells
C91380	Melanoma TRP2 CTL Epitope Vaccine SCIB1	Melanoma TRP2 CTL Epitope Vaccine SCIB1|SCIB1
C91381	Futuximab/Modotuximab Mixture	Anti-EGFR Monoclonal Antibody Mixture Sym004|Futuximab/Modotuximab|Futuximab/Modotuximab Mixture|Futuximab/Zatuximab|Sym004
C91382	Narnatumab	Anti-RON Monoclonal Antibody IMC-RON8|IMC-RON8|NARNATUMAB|Narnatumab|Narnatumab
C91383	Anti-GD2 Monoclonal Antibody MORAb-028	Anti-GD2 Monoclonal Antibody MORAb-028|MORAb-028
C91384	Flanvotumab	Anti-gp75 Monoclonal Antibody IMC-20D7S|FLANVOTUMAB|Flanvotumab|Flanvotumab|IMC-20D7S|IMC20D7S
C91385	Belimumab	"BELIMUMAB|Belimumab|Belimumab|Benlysta|Immunoglobulin G1, anti-(Human Cytokine BAFF) (Human Monoclonal LymphoStat-B Heavy Chain), Disulfide with Human Monoclonal LymphoStat-B lambda-chain, Dimer|LymphoStat-B"
C91386	Anti-PGF Monoclonal Antibody RO5323441	Anti-PGF Monoclonal Antibody RO5323441|RO5323441
C91387	PARP Inhibitor E7016	E7016|PARP Inhibitor E7016|PARP Inhibitor E7016
C91388	Oprozomib	O-methyl-N-((2-methylthiazol-5-yl)carbonyl)-l-seryl-O-methyl-N-((1S)-1-benzyl-2-((2R)-2-methyloxiran-2-yl)-2-oxoethyl)-l-serinamide|OPROZOMIB|Oprozomib|Oprozomib|PR-047|Proteasome Inhibitor ONX 0912
C91389	Iodine I 131 Anti-Fibronectin Antibody Fragment L19-SIP	Iodine I 131 Anti-Fibronectin Antibody Fragment L19-SIP|L19-SIP
C91390	Rhenium Re-188 Ethiodized Oil	Rhenium Re 188 Lipiodol|Rhenium Re-188 Ethiodized Oil
C91392	Prexasertib	"2-Pyrazinecarbonitrile, 5-((5-(2-(3-Aminopropoxy)-6-methoxyphenyl)-1H-pyrazol-3-yl)amino)-|LY2606368|PREXASERTIB|Prexasertib|Prexasertib"
C91393	p70S6K Inhibitor LY2584702	LY2584702|p70S6K Inhibitor LY2584702
C91394	JAK2 Inhibitor AZD1480	AZD1480|JAK2 Inhibitor AZD1480|JAK2 Inhibitor AZD1480
C91395	F16-IL2 Fusion Protein	F16-IL2 Fusion Protein|Teleukin
C91407	Piritrexim Isethionate	"2,4-Diamino-6-(2,5-dimethoxybenzyl)-5-methylpyrido(2,3-d)pyrimidine mono(2-hydroxyethanesulfonate)|BW-301U Isethionate|PIRITREXIM ISETHIONATE|Piritrexim Isethionate|Piritrexim isethionate"
C91409	Mitoguazone Dihydrochloride	"1,1'-((Methylethanediylidene)Dinitrilo)Diguanidine Dihydrochloride|2,2'-(1-Methyl-1,2-Ethanediylidene)Bis(Hydrazinecarboximidamide) Dihydrochloride|MGBG 2HCl|MITOGUAZONE DIHYDROCHLORIDE|Methylglyoxal Bis(amidinohydrazone) Dihydrochloride|Mitoguazone Dihydrochloride|Pyruvaldehyde Bis(amidinohydrazone) Hydrochloride|mitoguazone dihydrochloride"
C916	Coenzyme Q10	"2-(3,7,11,15,19,23,27,31,35,39-Decamethyl-2,6,10,14,18,22,26,30,34,38-tetracontadecanyl)-5,6-dimethoxy-3-methyl-2,5-cyclohexadiene-1,4-dione|Co-Q10|CoQ10|Coenzyme Q10|Coenzyme Q10|Coenzyme Q10|Q10|UBIDECARENONE|Ubidecarenone|Ubidecarenone|Ubiquinone 10|coenzyme Q10|ubiquinone|vitamin Q10"
C91700	Oncolytic Newcastle Disease Virus MTH-68H	MTH-68H|Oncolytic NDV|Oncolytic Newcastle Disease Virus MTH-68H
C91701	Zanolimumab	Anti-CD4 Monoclonal Antibody HuMax|HuMax-CD4|ZANOLIMUMAB|Zanolimumab|Zanolimumab
C91702	Pegargiminase	ADI-PEG 20|PEGARGIMINASE|Pegargiminase|Pegargiminase|pegylated arginine deiminase
C91705	Kanglaite	Coicis Semen Oil|KLT|Kanglaite|Kanglaite
C91707	Autologous GM-CSF-secreting Lethally Irradiated Pancreatic Cancer Vaccine	Autologous GM-CSF-secreting Lethally Irradiated Pancreatic Cancer Vaccine|Autologous GM-CSF-secreting Lethally Irradiated Pancreatic Cancer Vaccine|Autologous GVAX Pancreatic Cancer Vaccine
C91708	DOTAP:Cholesterol-Fus1 Liposome Complex	DOTAP:Cholesterol-Fus1 Liposome Complex|DOTAP:Cholesterol-Fus1 Liposome Complex|INGN 401
C91709	Urokinase-Derived Peptide A6	A6|A6|Urokinase-Derived Peptide A6|Urokinase-Derived Peptide A6|uPA-derived Peptide A6|urokinase plasminogen activator (uPA)-derived peptide A6
C91710	MAGE-A3 Peptide Vaccine	MAGE-A3 Peptide Vaccine|MAGE-A3 Peptide Vaccine
C91711	Trebananib	AMG 386|AMG386|Angiopoietin 1/2-Neutralizing Peptibody AMG 386|TREBANANIB|Trebananib|Trebananib
C91712	Donor Lymphocytes	Donor Lymphocytes|Donor Lymphocytes
C91713	Mouse Renal Adenocarcinoma Cell-Encapsulated Agarose-Agarose Macrobeads	Mouse Renal Adenocarcinoma Cell-Encapsulated Agarose-Agarose Macrobeads|Mouse Renal Adenocarcinoma Cell-Encapsulated Agarose-Agarose Macrobeads|RENCA Macrobead
C91714	Immunotherapeutic GSK1572932A	GSK1572932A|Immunotherapeutic GSK1572932A|Immunotherapeutic GSK1572932A
C91719	AE37 Peptide/GM-CSF Vaccine	AE-37 Peptide/GM-CSF Vaccine|AE37 Peptide/GM-CSF Vaccine|AE37 Peptide/GM-CSF Vaccine
C91720	GP2 Peptide/GM-CSF Vaccine	GP2 Peptide/GM-CSF Vaccine|GP2 Peptide/GM-CSF Vaccine
C91721	Anti-Nucleolin Aptamer AS1411	AS1411|Anti-Nucleolin Aptamer AS1411|Anti-Nucleolin Aptamer AS1411
C91722	4-Peptide Melanoma Vaccine	4-Peptide Melanoma Vaccine|4-Peptide Melanoma Vaccine
C91723	P-cadherin Antagonist PF-03732010	P-cadherin Antagonist PF-03732010|PF-03732010
C91724	MDM2 Antagonist RO5045337	MDM2 Antagonist RO5045337|MDM2 Antagonist RO5045337|R7112|RO-5045337|RO-5045337|RO5045337
C91725	Adavosertib	"2-Allyl-1-(6-(2-hydroxypropan-2-yl)pyridin-2-yl)-6-((4-(4-methylpiperazin-1-yl)phenyl)amino)-1H-pyrazolo[3,4-d]pyrimidin-3(2H)-one|ADAVOSERTIB|AZD-1775|AZD1775|Adavosertib|Adavosertib|MK-1775|MK1775"
C91727	Tabalumab	Anti-BAFF Monoclonal Antibody LY2127399|LY2127399|TABALUMAB|Tabalumab|Tabalumab
C91728	Anti-Neuropilin-1 Monoclonal Antibody MNRP1685A	Anti-Neuropilin-1 Monoclonal Antibody MNRP1685A|Anti-Neuropilin-1 Monoclonal Antibody MNRP1685A|MNRP1685A
C91731	Apitolisib	APITOLISIB|Apitolisib|Apitolisib|GDC 0980|GDC-0980|GNE 390|RG 7422
C91732	Gedatolisib	"1-(4-[[4-(dimethylamino)piperidin-1-yl]carbonyl]phenyl)-3-[4-(4,6-dimorpholin-4-yl-1,3,5-triazin-2-yl)phenyl]urea|GEDATOLISIB|Gedatolisib|Gedatolisib|PF 05212384|PF-05212384|PKI 587|PKI-587|Urea, N-(4-((4-(dimethylamino)-1-piperidinyl)carbonyl)phenyl)-N'-(4-(4,6-di-4-morpholinyl-1,3,5-triazin-2-yl)phenyl)-"
C91733	Margetuximab	"Immunoglobulin G1, Anti-(human Neu (Receptor)) (Human-Mus musculus Monoclonal MGAH22 Clone ch4D5 Heavy Chain), Disulfide with Human-Mus musculus Monoclonal MGAH22 Clone ch4D5 Light Chain, Dimer|MARGETUXIMAB|MGAH-22|MGAH22|Margetuximab|Margetuximab"
C91734	Vocimagene Amiretrorepvec	DNA (Synthetic Toca 511-encoding Retroviral Vector AC3-yCD2(V))|Toca 511|VOCIMAGENE AMIRETROREPVEC|Vocimagene Amiretrorepvec|Vocimagene Amiretrorepvec
C91735	Simtuzumab	AB-0024|AB0024|GS 6624|GS-6624|SIMTUZUMAB|Simtuzumab|Simtuzumab
C91736	Prexigebersen	BP-100-1.01|BP-1001|BP1001|Liposomal Grb2 AS ODN|Liposome-Incorporated Grb2 Antisense Oligodeoxynucleotide|Liposome-Incorporated Grb2 Antisense Oligodeoxynucleotide|PREXIGEBERSEN|Prexigebersen
C91738	NSCLC Antigen-Loaded Dendritic Cell-derived Exosomes	NSCLC Antigen-Loaded Dendritic Cell-derived Exosomes
C91739	Phaleria macrocarpa Extract DLBS-1425	DLBS-1425|Phaleria macrocarpa Extract DLBS-1425
C91758	Asulacrine	"4-Acridinecarboxamide,9-((2-methoxy-4-((methylsulfonyl)amino)phenyl)amino)-N,5-dimethyl|ASULACRINE|Amsalog|Asulacrine"
C92572	Hsp90 Inhibitor Debio 0932	Debio 0932|Hsp90 Inhibitor Debio 0932
C92573	PSA-PAP/KLH-pulsed Autologous Dendritic Cell Vaccine	CreaVax-PC|PSA-PAP/KLH-pulsed Autologous Dendritic Cell Vaccine
C92574	Apalutamide	"4-(7-(6-Cyano-5-(trifluoromethyl)pyridin-3-yl)-8-oxo-6-thioxo-5,7-diazaspiro(3.4)octan-5-yl)-2-fluoro-N-methylbenzamide|APALUTAMIDE|ARN 509|ARN-509|ARN509|Apalutamide|Apalutamide|Erleada|JNJ 56021927|JNJ-56021927"
C92575	mTOR Kinase Inhibitor CC-223	CC-223|TORKi|mTOR Kinase Inhibitor CC-223|mTOR Kinase Inhibitor CC-223
C92577	Anti-CTGF Monoclonal Antibody FG-3019	Anti-CTGF Monoclonal Antibody FG-3019|Anti-CTGF Monoclonal Antibody FG-3019|Anti-Connective Tissue Growth Factor Monoclonal Antibody FG-3019|FG-3019
C92578	Survivin mRNA Antagonist EZN-3042	EZN-3042|LNA-RNA Antagonist EZN-3042|Survivin mRNA Antagonist EZN-3042|Survivin mRNA Antagonist EZN-3042
C92579	Roniciclib	BAY1000394|RONICICLIB|Roniciclib|Roniciclib
C92581	Liposomal Docetaxel	LE-DT|Liposomal Docetaxel|Liposomal Docetaxel|Liposome Entrapped Docetaxel
C92582	Epacadostat	"1,2,5-Oxadiazole-3-carboximidamide, 4-((2-((Aminosulfonyl)amino)ethyl)amino)-N-(3-bromo-4-fluorophenyl)-N'-hydroxy-, (C(Z))-|EPACADOSTAT|Epacadostat|Epacadostat|INCB 024360|INCB024360"
C92583	Polyethylene Glycol Recombinant Endostatin	M2ES|Polyethylene Glycol Recombinant Endostatin
C92586	Recombinant PRAME Protein Plus AS15 Adjuvant GSK2302025A	Recombinant PRAME Protein Plus AS15 Adjuvant GSK2302025A
C92587	PLK1 Inhibitor TAK-960	PLK1 Inhibitor TAK-960|PLK1 Inhibitor TAK-960|Polo-like Kinase 1 Inhibitor TAK-960|TAK-960
C92588	DNA Interference Oligonucleotide PNT2258	DNA Interference Oligonucleotide PNT2258|DNAi Drug PNT2258|PNT2258
C92589	Thiarabine	4-thio-araC|GS7836|OSI-7836|Thiarabine|Thiarabine
C92590	Anti-AGS-5 Antibody-Drug Conjugate ASG-5ME	ASG-5ME|Anti-AGS-5 Antibody-Drug Conjugate ASG-5ME|Anti-AGS-5 Antibody-Drug Conjugate ASG-5ME
C92591	BRAF(V600E) Kinase Inhibitor RO5212054	B-Raf Inhibitor RO5212054|BRAF(V600E) Kinase Inhibitor RO5212054|PLX3603|RO5212054
C928	Verapamil	"VERAPAMIL|Verapamil|Verapamil|alpha-[3-[[2-(3,4-Dimethoxyphenyl)ethyl]methylamino]propyl]-3,4-dimethoxy-alpha-(1-methylethyl)benzeneacetonitrile"
C930	Vinblastine	VINBLASTINE|VLB|Vinblastine|Vinblastine|Vincaleucoblastine|vinblastine
C931	Vinblastine Sulfate	29060 LE|29060-LE|29060-LE|Exal|Exal|VINBLASTINE SULFATE|VINBLASTINE SULFATE|VINCALEUKOBLASTINE|Velban|Velban|Velban|Velbe|Velbe|Velsar|Vinblastine Sulfate|Vinblastine Sulfate|Vinblastine Sulfate|vinblastine sulfate
C933	Vincristine	22-Oxovincaleukoblastine|LEUROCRISTINE|Leurocristine|VCR|VINCRISTINE|VINCRISTINE|Vincristine|Vincristine|Vincristine|Vincristine|Vincrystine|vincristine
C934	Vindesine	3-(Aminocarbonyl)-O4-deacetyl-3-de-(methoxycarbonyl)vincaleukoblastine|Compound 112531|DAVA|DAVA|DVA|Deacetyl Vinblastine Carboxamide|Deacetylvinblastine Carboxamide|Desacetylvinblastine Amide|Lilly CT-3231|VDS|VINDESINE|VINDESINE|Vindesine|vindesine
C942	Vitamin E Compound	"2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)chroman-6-ol|3,4-Dihydro-2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-2H-1-benzopyran-6-ol|5,7,8-Trimethyltocol|E Vitamin|Vitamin E|Vitamin E|Vitamin E Compound|Vitamin E Compound|vitamin E"
C94205	Ad5-SGE-REIC/Dkk-3	Ad5-SGE-REIC/Dkk-3|Ad5-SGE-REIC/Dkk-3|Ad5-SGE-REIC/Dkk3
C94206	Anti-CD20 Monoclonal Antibody TL011	Anti-CD20 Monoclonal Antibody TL011|TL011
C94207	Lefitolimod	LEFITOLIMOD|Lefitolimod|Lefitolimod|MGN-1703|MGN1703|dSLIM-30L1
C94208	Monoclonal T-cell Receptor Anti-CD3 scFv Fusion Protein IMCgp100	IMCgp100|ImmTAC-gp100|Monoclonal T-cell Receptor Anti-CD3 scFv Fusion Protein IMCgp100|Monoclonal T-cell Receptor Anti-CD3 scFv Fusion Protein IMCgp100
C94209	Allogeneic Natural Killer Cell Line MG4101	Allogeneic NK Cell Line MG4101|Allogeneic Natural Killer Cell Line MG4101|MG4101
C94210	Fibromun	Fibromun|L19-TNF-alpha|Recombinant Human Fusion Protein L19TNFalpha
C94211	Glioblastoma Multiforme Multipeptide Vaccine IMA950	Glioblastoma Multiforme Multipeptide Vaccine IMA950|Glioblastoma Multiforme Multipeptide Vaccine IMA950|IMA950
C94213	Choline Kinase Alpha Inhibitor TCD-717	CHKA Inhibitor TCD-717|Choline Kinase Alpha Inhibitor TCD-717|Choline Kinase Alpha Inhibitor TCD-717|TCD-717
C94214	Alpelisib	ALPELISIB|Alpelisib|Alpelisib|BYL719|Phosphoinositide 3-kinase Inhibitor BYL719
C94215	"Indoleamine 2,3-dioxygenase Peptide Vaccine"	"IDO Peptide Vaccine|Indoleamine 2,3-dioxygenase Peptide Vaccine"
C94216	GITRL RNA-transfected Autologous Dendritic Cell Vaccine	GITRL RNA DC|GITRL RNA-transfected Autologous DC|GITRL RNA-transfected Autologous Dendritic Cell Vaccine|GITRL RNA-transfected Autologous Dendritic Cell Vaccine
C94217	Anti-CTLA4 MoAb RNA-transfected Autologous Dendritic Cell Vaccine	Anti-CTLA4 MoAb RNA-transfected Autologous Dendritic Cell Vaccine|Anti-CTLA4 MoAb RNA-transfected Autologous Dendritic Cell Vaccine|anti-CTLA-4 mAb Heavy and Light Chain RNA-transfected Autologous DC|antiCTLA4 RNA DC
C94218	Anti-CTLA4 MoAb RNA/GITRL RNA-transfected Autologous Dendritic Cell Vaccine	Anti-CTLA4 MoAb RNA/GITRL RNA-transfected Autologous Dendritic Cell Vaccine|Anti-CTLA4 MoAb RNA/GITRL RNA-transfected Autologous Dendritic Cell Vaccine|GITRL/antiCTLA4 RNA DC|anti-CTLA-4 mAb Heavy and Light Chain RNA/GITRL RNA-transfected Autologous DC
C94219	Anti-CD30/CD16A Monoclonal Antibody AFM13	AFM13|Anti-CD30/CD16A Monoclonal Antibody AFM13|Anti-CD30/CD16A Monoclonal Antibody AFM13
C94220	Gatipotuzumab	GATIPOTUZUMAB|Gatipotuzumab|PankoMab|PankoMab-GEX
C94221	Anti-EGFR Monoclonal Antibody GT-MAB 5.2-GEX	Anti-EGFR Monoclonal Antibody GT-MAB 5.2-GEX|CetuGEX
C94223	HLA-A*2402-Restricted CDCA1-A24-56 Peptide Vaccine	HLA-A*2402-Restricted CDCA1-A24-56 Peptide Vaccine|HLA-A*2402-Restricted Cell Division Cycle Associated 1-A24-56 Peptide Vaccine
C94224	BRAF Inhibitor ARQ 736	AQ 736|ARQ-736|BRAF Inhibitor ARQ 736|BRAF Inhibitor ARQ 736
C94225	HDAC inhibitor CG200745	(E)-N(1)-(3-(dimethylamino)propyl)-N(8)-hydroxy-2-((naphthalene-1-loxy)methyl)oct-2-enediamide|CG200745|HDAC inhibitor CG200745
C94233	Resistant Starch	RS|Resistant Starch
C94723	Chlorotoxin	CHLOROTOXIN|CTX|Chlorotoxin|TM-601|chlorotoxin
C94728	Fluoropyrimidine	Fluoropyrimidine|fluoropyrimidine
C950	Anaxirone	"1,2,4-triglycidylurazol|ANAXIRONE|Anaxirone|TGU|Triglycidylurazol"
C95020	Lutetium Lu 177 Dotatate	177 Lu-DOTA-TATE|177 Lu-DOTA-Tyr3-Octreotate|177Lu-DOTA0-Tyr3-Octreotate|LUTETIUM OXODOTREOTIDE LU-177|Lutathera|Lutetium Lu 177 DOTA(0)-Tyr(3)-Octreotate|Lutetium Lu 177 Dotatate|Lutetium Lu 177 Dotatate|Lutetium Lu 177 Dotatate|Lutetium Lu 177-DOTA-Tyr3-Octreotate|Lutetium Oxodotreotide Lu-177|lutetium Lu 177-DOTATATE
C95021	Cinobufagin	Cinobufacini|Cinobufagin|Cinobufagin
C95023	Anti-human GITR Monoclonal Antibody TRX518	Anti-huGITR MoAb TRX518|Anti-human GITR Monoclonal Antibody TRX518|Anti-human GITR Monoclonal Antibody TRX518|TRX518
C95024	Racotumomab	Anti-P3 Antibody Idiotype Monoclonal Antibody 1E10|MoAb 1E10|RACOTUMOMAB|Racotumomab
C95025	Iodine I 131 Monoclonal Antibody F16SIP	(131I) Monoclonal Antibody F16SIP|131I-F16SIP|F16-131I|Iodine I 131 Monoclonal Antibody F16SIP|Tenarad
C9506	Tegafur-Uracil	Oral Fluorouracil-Uracil|Tegafur-Uracil|UFT|UFT|Uftoral|Uftoral|Uftoral|Uracil and Ftorafur|Uracil and Tegafur|Uracil and Tetrahydrofuranyl-5-Fluorouracil|Uracil/Tegafur (UFT)|tegafur-uracil
C95123	Macimorelin	"AEZS-130|D-Tryptophanamide,2-methylalanyl-N-[(1R)-1-(formylamino)-2-(1H-indol-3-yl)ethyl]-|EP 1572|JMV 1843|MACIMORELIN|Macimorelin|Macimorelin|Solorel"
C95124	Lenvatinib	"6-Quinolinecarboxamide, 4-[3-chloro-4-[[(cyclopropylamino)carbonyl]amino]phenoxy]- 7-methoxy-|E7080|ER-203492-00|LENVATINIB|Lenvatinib|Lenvatinib|Multi-Kinase Inhibitor E7080"
C95148	Vosaroxin	"1,4-Dihydro-7-(3-methoxy-4-methylamino-1-pyrrolidinyl)-4-oxo-1-(2-thiazolyl)-1,8-naphthyridine-3-carboxylic acid|AG-7352|SNS 595|SNS-595|SPC 595|VOSAROXIN|Voreloxin|Vosaroxin|Vosaroxin"
C95198	Actinomycin C2	"ACTINOMYCIN C2|Actinomycin C2|Actinomycin D, 2a-D-Alloisoleucine-"
C95201	PARP Inhibitor AZD2461	AZD2461|PARP Inhibitor AZD2461
C95202	Angiogenesis/Heparanase Inhibitor PG545	Angiogenesis/Heparanase Inhibitor PG545|PG545
C95203	c-Met Inhibitor AMG 337	AMG 337|AMG337|c-Met Inhibitor AMG 337|c-Met Inhibitor AMG 337
C95206	Depatuxizumab	"ABT-806|DEPATUXIZUMAB|Depatuxizumab|Depatuxizumab|Immunoglobulin G1, Anti-(Human Epidermal Growth Factor Receptor) (Human-mus musculus Monoclonal ABT-806 Heavy Chain), Disulfide with Human-mus musculus Monoclonal ABT-806 Light Chain, Dimer|anti-EGFR MoAb ABT-806|anti-EGFR mAb ABT-806|mAb-806"
C95207	HLA-A*2402-Restricted CDCA1-URLC10-KIF20A-DEPDC1-MPHOSPH1 Multipeptide Vaccine	HLA-A*2402-Restricted CDCA1-URLC10-KIF20A-DEPDC1-MPHOSPH1 Multipeptide Vaccine
C95208	Triazene Derivative TriN2755	TriN2755|Triazene Derivative TriN2755
C95209	Guadecitabine	DNMT inhibitor SGI-110|GUADECITABINE|Guadecitabine|Guadecitabine|S110|SGI-110
C95211	HLA-A*2402-Restricted VEGFR1/2 Multipeptide Vaccine	HLA-A*2402-Restricted VEGFR1/2 Multipeptide Vaccine
C95212	URLC10-CDCA1-KOC1 Multipeptide Vaccine	URLC10-CDCA1-KOC1 Multipeptide Vaccine
C95213	Allogeneic Renal Cell Carcinoma Vaccine MGN1601	Allogeneic Renal Cell Carcinoma Vaccine MGN1601|IL-7/GM-CSF/CD80/CD154-encoding Synthetic dSLIM-30L1 Allogeneic Renal Cell Carcinoma Vaccine MGN1601|MGN1601
C95214	Ozarelix	D 63153|D-63 153|D63 153|D63153|LHRH antagonist SPI-153|OZARELIX|Ozarelix|SPI-153
C95223	Nilotinib Hydrochloride Anhydrous	NILOTINIB HYDROCHLORIDE ANHYDROUS|Nilotinib Hydrochloride Anhydrous
C95224	Saracatinib Difumarate	"4-Quinazolinamine, N-(5-Chloro-1,3-Benzodioxol-4-yl)-7-(2-(4-Methyl-1-Piperazinyl)Ethoxy)-5-((Tetrahydro-2H-Pyran-4-yl)Oxy)-, (2e)-2-Butenedioate (1:2)|AZD-0530 Difumarate|AZD0530 Difumarate|N-(5-Chloro-1,3-Benzodioxol-4-yl)-7-(2-(4-Methylpiperazin-1-yl)Ethoxy)-5-(Tetrahydro-2H-Pyran-4-yloxy)Quinazolin-4-Amine Di((2e)-but-2-Enedioate)|SARACATINIB DIFUMARATE|Saracatinib Difumarate"
C95225	Selumetinib Sulfate	"1H-Benzimidazole-6-Carboxamide, 5-((4-Bromo-2-Chlorophenyl)Amino)-4-Fluoro-N-(2- Hydroxyethoxy)-1-Methyl-, Sulfate (1:1)|1h-Benzimidazole-6-Carboxamide,5-((4-Bromo-2-Chlorophenyl)Amino)-4-Fluoro-N-(2- Hydroxyethoxy)-1-Methyl-, Sulphate (1:1)|5-((4-Bromo-2-Chlorophenyl)amino)-4-Fluoro-N-(2-Hydroxyethoxy)-1-Methyl-1H- Benzimidazole-6-Carboxamide Sulfate|5-((4-Bromo-2-Chlorophenyl)amino)-4-Fluoro-N-(2-Hydroxyethoxy)-1-Methyl-1H- Benzimidazole-6-Carboxamide Sulphate|AZD-6244 Hydrogen Sulfate|AZD6244 Hydrogen Sulfate|AZD6244 Hydrogen Sulphate|SELUMETINIB SULFATE|Selumetinib Sulfate|Selumetinib Sulfate|Selumetinib Sulphate"
C95226	Varlitinib Tosylate	"4,6-Quinazolinediamine, N(Sup 4)-(3-Chloro-4-(2-Thiazolylmethoxy)Phenyl)-N(Sup 6)-((4r)-4,5-Dihydro-4-Methyl-2-Oxazolyl)-, 4-Methylbenzenesulphonate (1:2)|4-N-(3-Chloro-4-(Thiazol-2-Ylmethoxy)Phenyl)-6-N-((4r)-4-Methyl-4,5-Dihydrooxazol-2- Yl)Quinazoline-4,6-Diamine Bis(4-Methylbenzenesulphonate)|AR00334543 Ditosilate|AR00334543 Ditosylate|ARRY-334543 Ditosylate|ARRY-543 Ditosilate|ARRY-543 Ditosylate|VARLITINIB TOSYLATE|Varlitinib Tosylate"
C95229	Nilotinib Hydrochloride Monohydrate	"4-methyl-N-[3-(4-methyl-1H-imidazol-1-yl)-5-(trifluoromethyl)phenyl]-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]-benzamide, Monohydrochloride|AMN107|NILOTINIB HYDROCHLORIDE MONOHYDRATE|Nilotinib Hydrochloride Monohydrate|Nilotinib Monohydrochloride Monohydrate|Tasigna|Tasigna"
C95319	Pirarubicin Hydrochloride	"(2""R)-4'-O-Tetrahydropyranyladriamycin Hydrochloride|4'-O-Tetrahydropyranyl Doxorubicin HCl|PIRARUBICIN HYDROCHLORIDE|Pirarubicin Hydrochloride|THP-ADM|THP-adriamycin Hydrochloride"
C95323	Enloplatin	"CL 287,110|CL-287110|Cis-(1,1-Cyclobutanedicarboxylato)(Tetrahydro-4H-Pyran-4,4-Bis(Methylamine))Platinum|ENLOPLATIN|Enloplatin|Platinum, (1,1-Cyclobutanedicarboxylato(2-))(Tetrahydro-4h-Pyran-4,4-Dimethanamine-N,N')-, (Sp-4-2)-"
C95325	Nimustine Hydrochloride	3-((4-Amino-2-Methyl-5-Pyrimidinyl)Methyl)-1-(2-Chloroethyl)-1-Nitrosourea Hydrochloride|ACNU HCl|CS 439 HCl|N'-[(4-amino-2-methyl-5-pyrimidinyl)methyl]-N-(2-chloroethyl)-N-nitrosourea Hydrochloride|NIMUSTINE HYDROCHLORIDE|Nidran HCl|Nimustine Hydrochloride|Nimustine hydrochloride
